Event,CD45,CD45RA,CD19,CD11b,CD4,CD8,CD34,CD20,CD33,CD123,CD38,CD90,CD3,label,mean,median,clustered_label,x_y_label,clusterL1,clusterL2,point_x,point_y
4704,4.8490515,1.7045826,-0.14556132,3.5015821,1.7342484,-0.50874376,-0.10799214,-0.043231055,5.1045413,2.3547359,3.1272674,0.9559988,0.31635964,CD11bhi_Monocyte_cells,1.757141489615385,1.7045826,3;2;0;1;,-0x1,0x1,,1/6,3/4
4705,2.8230407,-0.32170543,-0.060618356,2.406694,1.3409176,-0.084848195,0.41849175,0.03905806,4.4827714,0.20733853,3.8038146,-0.026118573,1.4258947,CD11bhi_Monocyte_cells,1.265748522,0.41849175,3;2;0;1;,-0x1,0x1,,1/6,3/4
4706,4.858542,1.2403634,-0.18995923,2.627718,1.7929573,0.29038745,0.17401251,0.51913154,5.1233845,1.2166739,4.0529523,-0.032616526,1.4362245,CD11bhi_Monocyte_cells,1.777674741846154,1.2403634,3;2;0;1;,-0x1,0x1,,1/6,3/4
4707,4.7940035,2.0884054,-0.033041745,2.8565526,3.2497673,-0.1648928,0.5383671,-0.12310682,4.876032,1.4770644,3.8507123,0.78678846,-0.09281716,CD11bhi_Monocyte_cells,1.8541411180769234,1.4770644,3;2;0;1;,-0x1,0x1,,1/6,3/4
4708,4.5762415,1.0300803,-0.03522884,3.289521,2.978511,-0.12060944,1.0772644,0.6705707,4.125444,2.443796,3.9315624,0.9311442,-0.13706239,CD11bhi_Monocyte_cells,1.9047103715384615,1.0772644,3;2;0;1;,-0x1,0x1,,1/6,3/4
4709,4.823394,0.43358612,1.2600524,3.2048495,2.8246727,1.1268369,-0.07358717,0.16067144,5.313503,2.0306005,3.7456467,1.4701763,0.7787716,CD11bhi_Monocyte_cells,2.084551845384615,1.4701763,3;2;0;1;,-0x1,0x1,,1/6,3/4
4710,5.2237678,1.0175639,0.34797832,2.5993288,2.8207474,-0.122279346,0.6053197,0.5854243,5.087179,2.5559123,3.9860184,-0.12035575,-0.85121334,CD11bhi_Monocyte_cells,1.8257993449230767,1.0175639,3;2;0;1;,-0x1,0x1,,1/6,3/4
4711,3.7318552,1.3708885,-0.18855049,2.7941551,0.495029,-0.15979522,1.2653006,-0.014982827,5.003231,0.4935955,4.0345707,1.0272474,-0.43346265,CD11bhi_Monocyte_cells,1.4937755240769233,1.0272474,3;2;0;1;,-0x1,0x1,,1/6,3/4
4712,4.911472,1.4869286,0.034940742,3.7097795,3.7533424,1.3635333,1.765683,0.79727805,5.2369833,1.5800191,3.4948745,0.60424083,0.9618533,CD11bhi_Monocyte_cells,2.2846868170769232,1.5800191,3;2;0;1;,-0x1,0x1,,1/6,3/4
4713,5.0736437,-0.45069337,0.5027111,4.216845,3.2179048,0.81278026,0.067862116,-0.14267907,5.6079297,1.681514,4.1009865,0.5545895,0.72154,CD11bhi_Monocyte_cells,1.9973026335384616,0.81278026,3;2;0;1;,-0x1,0x1,,1/6,3/4
4714,5.024198,0.9142524,-0.0032913815,4.2051992,3.2105303,-0.19410898,1.4206984,0.24649769,5.2362485,3.5151026,3.5270083,0.030218951,-0.10777357,CD11bhi_Monocyte_cells,2.0788292622692306,1.4206984,3;2;0;1;,-0x1,0x1,,1/6,3/4
4715,4.7315707,0.49722642,-0.019791152,2.8236346,1.6476933,1.0737798,0.24188216,1.0951672,4.785009,0.7790942,3.5503912,2.05591,1.1300778,CD11bhi_Monocyte_cells,1.876280402153846,1.1300778,3;2;0;1;,-0x1,0x1,,1/6,3/4
4716,3.7086635,1.4446558,-0.16968948,3.6328554,2.7197218,0.8362247,-0.08914755,-0.0887854,4.7797627,2.6364212,4.0049357,0.5041309,-0.8933286,CD11bhi_Monocyte_cells,1.7712631284615385,1.4446558,3;2;0;1;,-0x1,0x1,,1/6,3/4
4717,4.7212296,0.412728,-0.27702424,2.837049,1.8811135,-0.05334223,0.83395165,0.065082595,4.9578533,1.2213032,3.6232696,1.8360304,0.83691156,CD11bhi_Monocyte_cells,1.761242764230769,1.2213032,3;2;0;1;,-0x1,0x1,,1/6,3/4
4718,4.872405,0.18934774,-0.17068246,3.9761784,0.78082854,-0.46394143,-0.10204175,-0.012521318,5.0935745,3.24713,3.7154455,0.89933956,-1.4415406,CD11bhi_Monocyte_cells,1.5833478216923078,0.78082854,3;2;0;1;,-0x1,0x1,,1/6,3/4
4719,4.575207,1.4412555,0.41488516,3.065358,2.9041927,0.3491636,-0.13394628,0.28714454,4.620967,0.73557836,4.461672,-0.09030812,0.30392176,CD11bhi_Monocyte_cells,1.7642377861538465,0.73557836,3;2;0;1;,-0x1,0x1,,1/6,3/4
4720,3.945365,0.95299965,-0.16170597,3.240924,1.128773,0.52383476,-0.038753238,-0.14183111,4.9744315,1.6034222,3.5355456,0.29172918,-0.22243047,CD11bhi_Monocyte_cells,1.5101772386153844,0.95299965,3;2;0;1;,-0x1,0x1,,1/6,3/4
4721,4.003878,-0.06252194,-0.012668094,2.679346,1.5043195,-0.032914706,0.27223417,-0.068440974,5.4462857,1.9174352,5.098599,0.60189325,0.7730859,CD11bhi_Monocyte_cells,1.7015793081538464,0.7730859,3;2;0;1;,-0x1,0x1,,1/6,3/4
4722,4.703479,0.4588589,0.55042803,3.5560722,2.9581394,0.82070464,0.7516268,-0.07309416,5.405495,1.3313289,3.8201725,0.7040643,-0.34420368,CD11bhi_Monocyte_cells,1.8956209099999997,0.82070464,3;2;0;1;,-0x1,0x1,,1/6,3/4
4723,4.5138803,1.0182607,-0.15618569,3.4004133,2.1292233,1.2335633,1.13358,0.40240738,4.8619633,1.8033736,3.8276649,2.0026624,0.28863811,CD11bhi_Monocyte_cells,2.0353419153846155,1.8033736,3;2;0;1;,-0x1,0x1,,1/6,3/4
4724,3.5214953,-0.068498164,-0.12839605,3.0040498,2.1548228,-0.065959185,-0.5740137,0.57944953,3.7939148,1.0399758,3.0280013,0.7963656,-0.53602785,CD11bhi_Monocyte_cells,1.2727061523846155,0.7963656,3;2;0;1;,-0x1,0x1,,1/6,3/4
4725,5.0335183,1.8751433,0.64249027,4.374203,3.40549,-0.21885873,0.2715827,-0.120969266,5.4727826,0.09142998,3.8730664,-0.13844183,-1.4821119,CD11bhi_Monocyte_cells,1.7753326787692307,0.64249027,3;2;0;1;,-0x1,0x1,,1/6,3/4
4726,4.3844194,-0.061868012,0.34798816,3.0234644,3.1937213,0.35806918,0.17455128,-0.027972046,4.7549458,3.194817,2.9972482,0.088077344,1.3930023,CD11bhi_Monocyte_cells,1.832343408153846,1.3930023,3;2;0;1;,-0x1,0x1,,1/6,3/4
4727,4.447147,-0.43041474,0.1292506,3.378816,2.9638722,0.57043976,-0.03285383,-0.018481636,4.9278593,0.33659998,4.4341207,-0.104792014,-0.8163638,CD11bhi_Monocyte_cells,1.5219384246153846,0.33659998,3;2;0;1;,-0x1,0x1,,1/6,3/4
4728,4.662747,0.88832855,-0.072014146,3.0117624,1.5723888,1.0976223,0.054506816,-0.25622195,5.014105,0.5146053,3.8926258,0.17628321,-1.6881021,CD11bhi_Monocyte_cells,1.4514336138461537,0.88832855,3;2;0;1;,-0x1,0x1,,1/6,3/4
4729,4.7739663,-1.1217176,0.5325616,3.6899266,3.596832,-0.09082417,0.76029587,-0.051964015,5.196627,3.1555767,4.106338,0.8503078,-0.96999353,CD11bhi_Monocyte_cells,1.8790717350000004,0.8503078,3;2;0;1;,-0x1,0x1,,1/6,3/4
4730,5.0597906,-0.45963502,-0.09258939,3.9211729,0.75864065,0.38696218,-0.011434513,-0.004947643,5.526319,0.9612259,4.726634,0.047731653,-1.9041346,CD11bhi_Monocyte_cells,1.4550565936153848,0.38696218,3;2;0;1;,-0x1,0x1,,1/6,3/4
4731,4.891652,1.8270977,0.47074616,3.388117,2.2941716,1.3871789,-0.07863122,1.3582197,5.077166,2.4885945,4.692759,1.2393478,-0.098586544,CD11bhi_Monocyte_cells,2.225987122769231,1.8270977,3;2;0;1;,-0x1,0x1,,1/6,3/4
4732,4.472204,1.085046,0.3395689,3.5758517,0.28089094,0.4098052,0.05146619,0.061194327,5.1060395,1.647276,3.946838,0.5449316,-0.7868336,CD11bhi_Monocyte_cells,1.5949445197692307,0.5449316,3;2;0;1;,-0x1,0x1,,1/6,3/4
4733,4.6417437,-0.7776116,-0.048353128,3.5672727,1.5730466,0.013721074,-0.03805955,-0.25735694,4.8490615,2.3401318,4.1592617,0.33473402,-1.5593928,CD11bhi_Monocyte_cells,1.4460153135384615,0.33473402,3;2;0;1;,-0x1,0x1,,1/6,3/4
4734,4.2352924,-1.0569354,-0.13433586,4.659829,0.47829047,0.8759426,-0.021431204,-0.09406915,4.521662,1.7018927,3.9539852,-0.08780666,-0.39020258,CD11bhi_Monocyte_cells,1.4340087320000001,0.47829047,3;2;0;1;,-0x1,0x1,,1/6,3/4
4735,4.957109,0.34255877,-0.1769937,3.676282,2.7298298,1.0566183,-0.021237232,-0.02961624,5.306499,2.742541,4.289456,0.49033192,-0.98184997,CD11bhi_Monocyte_cells,1.8755022036923077,1.0566183,3;2;0;1;,-0x1,0x1,,1/6,3/4
4736,4.5361247,-0.16593607,-0.008990111,3.6555378,2.5621738,1.1866318,-0.8096969,0.86926854,5.6234155,2.4247873,4.3256416,1.4254763,-0.32402664,CD11bhi_Monocyte_cells,1.9461852014615386,1.4254763,3;2;0;1;,-0x1,0x1,,1/6,3/4
4737,5.137224,2.2000332,-0.07361864,3.9889848,2.6500993,0.2087881,0.39780337,-0.082264125,5.108245,0.95621085,4.1354036,-0.035818927,-0.41429165,CD11bhi_Monocyte_cells,1.8597537598461538,0.95621085,3;2;0;1;,-0x1,0x1,,1/6,3/4
4738,4.650365,1.2710887,-0.058308557,3.2402394,2.394888,1.5525867,0.087055765,-0.0804052,5.2024646,2.4696193,4.8142967,0.26223412,-0.35505414,CD11bhi_Monocyte_cells,1.9577746452307694,1.5525867,3;2;0;1;,-0x1,0x1,,1/6,3/4
4739,3.9057956,0.65517426,-0.074677505,2.4547334,2.404011,1.1602302,0.18470624,-0.071108215,5.2751355,1.5841707,4.9807925,0.799759,-1.6341038,CD11bhi_Monocyte_cells,1.6634322215384616,1.1602302,3;2;0;1;,-0x1,0x1,,1/6,3/4
4740,4.0398607,0.3994821,-0.013557709,2.4070797,0.33678466,0.31131312,0.43420917,0.19795598,5.255748,2.0275795,5.3948812,0.14331798,0.023880916,CD11bhi_Monocyte_cells,1.6121950243846155,0.3994821,3;2;0;1;,-0x1,0x1,,1/6,3/4
4741,4.466928,2.171983,-0.18082044,3.6364715,3.0293694,-0.31389806,0.4307153,-0.050578915,5.2308354,2.0385482,4.2139006,0.5457812,0.3146699,CD11bhi_Monocyte_cells,1.964146545,2.0385482,3;2;0;1;,-0x1,0x1,,1/6,3/4
4742,4.0966554,1.4698496,-0.22522853,2.920014,0.50396365,1.1309284,0.16000913,1.2826707,3.4899962,1.1970552,4.2433877,1.3060856,0.22827789,CD11bhi_Monocyte_cells,1.6772049953846155,1.2826707,3;2;0;1;,-0x1,0x1,,1/6,3/4
4743,4.7494583,-0.027727142,-0.23676519,3.970294,2.9764028,0.40107557,0.1553506,-0.026551185,4.8991265,1.8646142,3.4053237,1.6582022,0.09918765,CD11bhi_Monocyte_cells,1.8375378463846157,1.6582022,3;2;0;1;,-0x1,0x1,,1/6,3/4
4744,4.9513507,1.2289563,-0.012806207,4.001406,3.3130178,0.042152163,-0.084262334,0.24848613,4.4682393,2.8688943,4.311291,0.67616343,1.0176626,CD11bhi_Monocyte_cells,2.079273167846154,1.2289563,3;2;0;1;,-0x1,0x1,,1/6,3/4
4745,4.1489954,0.15211596,-0.037056703,3.3299382,2.2155645,-0.08373839,-0.03884998,-0.02393629,4.309619,1.6371701,2.3123012,0.6802279,-0.7051584,CD11bhi_Monocyte_cells,1.3767071151538461,0.6802279,3;2;0;1;,-0x1,0x1,,1/6,3/4
4746,4.2113047,-0.17709447,1.1790886,3.574956,1.0806428,-0.1539646,-0.05174802,-0.0026732367,4.8436227,2.0645647,4.818567,0.20502363,-0.25115976,CD11bhi_Monocyte_cells,1.6416253879461538,1.0806428,3;2;0;1;,-0x1,0x1,,1/6,3/4
4747,4.993086,2.088605,-0.09769225,3.982862,2.8162134,-0.0906493,0.24819365,-0.08766795,5.2280884,2.135427,4.205979,0.22419326,0.71972257,CD11bhi_Monocyte_cells,2.028181598461538,2.088605,3;2;0;1;,-0x1,0x1,,1/6,3/4
4748,4.306613,1.1271333,1.1836069,2.9168992,1.8606961,-0.095705956,1.9238375,-0.14243063,4.7011824,2.3214114,2.4939132,0.3045117,-0.0062167896,CD11bhi_Monocyte_cells,1.7611885634153845,1.8606961,3;2;0;1;,-0x1,0x1,,1/6,3/4
4749,4.8675303,0.46493322,-0.08927415,4.2324357,2.144372,0.8690253,0.64500594,-0.105853,4.73713,2.264118,3.6079953,0.82521224,1.0622472,CD11bhi_Monocyte_cells,1.9634521576923079,1.0622472,3;2;0;1;,-0x1,0x1,,1/6,3/4
4750,4.976717,1.2687927,0.62824446,3.7644181,2.1009345,0.14039797,0.3487051,-0.04979916,4.94312,0.42696318,3.3269982,0.28839794,-2.409845,CD11bhi_Monocyte_cells,1.519541922307692,0.62824446,3;2;0;1;,-0x1,0x1,,1/6,3/4
4751,4.621445,1.6798359,-0.5350229,2.9784675,2.2933185,0.9527566,1.0364505,1.095313,4.5881505,2.6977298,2.8059046,0.9660824,1.5284585,CD11bhi_Monocyte_cells,2.054529992307693,1.6798359,3;2;0;1;,-0x1,0x1,,1/6,3/4
4752,3.3321483,-0.0052544135,-0.052685555,2.445099,-0.32245263,-0.13439691,0.16081335,0.50107116,4.023415,0.8101497,4.1052322,0.39121398,1.7157893,CD11bhi_Monocyte_cells,1.3053955755,0.50107116,3;2;0;1;,-0x1,0x1,,1/6,3/4
4753,4.6046796,0.12883826,-0.12348313,3.4044619,2.6436005,0.03593377,-0.31959453,1.3812164,4.587386,1.8381686,3.8265026,-0.079531685,0.5226336,CD11bhi_Monocyte_cells,1.7269855296153847,1.3812164,3;2;0;1;,-0x1,0x1,,1/6,3/4
4754,3.9541965,0.6901705,-0.14285721,3.351245,1.028597,-0.022897726,-0.23861833,0.32227564,5.3387046,1.1092335,5.555776,0.26955077,0.81662863,CD11bhi_Monocyte_cells,1.6947696056923076,0.81662863,3;2;0;1;,-0x1,0x1,,1/6,3/4
4755,4.3059826,0.45802113,-0.118465096,3.0758603,0.24027649,-0.60434395,0.38293725,-0.04306165,4.536052,1.6296773,4.29146,1.0951419,-0.5050863,CD11bhi_Monocyte_cells,1.4418809210769234,0.45802113,3;2;0;1;,-0x1,0x1,,1/6,3/4
4756,3.9840982,-0.16816217,-0.06488247,3.6823394,0.4843931,-0.0959241,0.15697977,0.9948798,5.0108356,1.2902074,2.6302702,1.2285826,-2.1378903,CD11bhi_Monocyte_cells,1.3073636176923078,0.9948798,3;2;0;1;,-0x1,0x1,,1/6,3/4
4757,4.460367,0.8030578,-0.18407606,3.3791358,2.4083643,0.70806473,0.29831022,0.42740974,4.9242373,2.12945,2.7590451,1.1926993,-0.75336033,CD11bhi_Monocyte_cells,1.734823453846154,1.1926993,3;2;0;1;,-0x1,0x1,,1/6,3/4
4758,3.7591207,0.5525451,-0.06820173,2.4161863,0.40398195,0.48266503,-0.056409497,-0.34873167,3.6330445,1.7419416,2.703036,0.10777323,-1.1635025,CD11bhi_Monocyte_cells,1.089496077923077,0.48266503,3;2;0;1;,-0x1,0x1,,1/6,3/4
4759,4.1866975,-0.011139355,-0.33388746,3.4547129,2.930514,0.35125506,0.4179712,1.016726,4.8810935,0.98627293,3.2813892,-0.025306953,-0.89680487,CD11bhi_Monocyte_cells,1.556884127076923,0.98627293,3;2;0;1;,-0x1,0x1,,1/6,3/4
4760,4.4088817,1.71932,-0.01904971,3.9764743,1.8952602,-0.15230885,0.57253253,-0.15023585,4.5387397,1.7343149,3.3387742,-0.06776173,-1.9437766,CD11bhi_Monocyte_cells,1.527012676153846,1.71932,3;2;0;1;,-0x1,0x1,,1/6,3/4
4761,5.0504255,2.3479805,-0.028556233,2.8098648,2.9916966,0.97755456,0.36150783,0.49631727,5.6387553,1.0388671,3.9687808,0.90365964,-1.4768516,CD11bhi_Monocyte_cells,1.9292309282307694,1.0388671,3;2;0;1;,-0x1,0x1,,1/6,3/4
4762,3.9944553,0.85399395,-0.10362056,2.857253,1.1470909,-0.19246031,0.2642228,-0.045275215,5.2912207,1.8076075,5.1129775,-0.034220684,-2.0285811,CD11bhi_Monocyte_cells,1.4557433677692306,0.85399395,3;2;0;1;,-0x1,0x1,,1/6,3/4
4763,4.375774,-0.24012308,0.27799144,3.919991,2.0896993,-0.13158453,0.5668232,-0.054976862,4.3455944,2.4764318,3.7112377,1.9312178,0.91735435,CD11bhi_Monocyte_cells,1.8604177321538462,1.9312178,3;2;0;1;,-0x1,0x1,,1/6,3/4
4764,4.5179753,-0.10492778,0.12206366,3.4267032,0.15751693,0.92366517,0.8253641,-0.035800148,4.419663,3.1130471,3.738846,0.9305313,-0.99508244,CD11bhi_Monocyte_cells,1.6184281070769229,0.92366517,3;2;0;1;,-0x1,0x1,,1/6,3/4
4765,4.87488,-0.41105437,0.841349,3.493139,0.9152829,-0.0884279,1.6958426,-0.7812059,5.23828,2.1015542,3.8923047,1.689825,0.8544323,CD11bhi_Monocyte_cells,1.8704770407692308,1.689825,3;2;0;1;,-0x1,0x1,,1/6,3/4
4766,4.2497244,1.101558,-0.3435603,3.4215782,-0.1817243,-0.0774733,-0.048477672,-0.35040468,4.8766084,0.67855525,3.8479512,0.053183682,-0.4710557,CD11bhi_Monocyte_cells,1.288958706153846,0.053183682,3;2;0;1;,-0x1,0x1,,1/6,3/4
4767,4.689821,0.0838859,-0.029358774,3.4164977,1.8374286,-0.33518955,0.43376726,-0.0136064505,5.069807,1.3290741,4.9312253,1.4863335,1.4270133,CD11bhi_Monocyte_cells,1.8712845296538458,1.4270133,3;2;0;1;,-0x1,0x1,,1/6,3/4
4768,3.8060696,-0.35116655,-0.070344865,3.6468496,1.2623491,0.5447718,1.0799502,0.31236032,4.9951506,0.4948479,3.242615,1.710891,0.77725697,CD11bhi_Monocyte_cells,1.650123128846154,1.0799502,3;2;0;1;,-0x1,0x1,,1/6,3/4
4769,4.3654575,0.17714056,-0.13761501,3.927777,2.9548664,0.26432174,0.5642591,0.8729278,4.884094,1.6543941,3.1296191,1.7572249,-1.6156245,CD11bhi_Monocyte_cells,1.75375713,1.6543941,3;2;0;1;,-0x1,0x1,,1/6,3/4
4770,5.0454364,0.705488,1.2572558,3.7974546,1.9265088,-0.16939111,0.8804389,0.10620832,5.116119,1.8178108,4.424238,1.8565457,1.115782,CD11bhi_Monocyte_cells,2.144607323846154,1.8178108,3;2;0;1;,-0x1,0x1,,1/6,3/4
4771,4.3807707,0.17612846,-0.31797582,3.4647164,-0.0011814953,-0.02532132,-0.055425275,-0.07667377,5.040654,1.681376,3.8078215,1.7824855,1.5397314,CD11bhi_Monocyte_cells,1.6459312522846155,1.5397314,3;2;0;1;,-0x1,0x1,,1/6,3/4
4772,4.790431,-0.15446806,-0.14713758,3.5027063,2.3528547,-0.14423107,-0.042452935,-0.09748661,4.6542215,2.3029857,3.8937867,0.6705691,0.9460944,CD11bhi_Monocyte_cells,1.7329133188461538,0.9460944,3;2;0;1;,-0x1,0x1,,1/6,3/4
4773,4.48911,0.33438006,-0.08545224,3.292237,2.3500645,0.08453373,-0.098754205,-0.115194574,4.743771,0.5768336,4.03721,1.09326,-0.6059135,CD11bhi_Monocyte_cells,1.5458527208461539,0.5768336,3;2;0;1;,-0x1,0x1,,1/6,3/4
4774,4.9698243,1.334385,-0.05102543,3.9784448,3.2536976,0.4592882,-0.11788381,-0.015833491,4.957814,1.0849102,3.8901834,0.04386133,0.42581975,CD11bhi_Monocyte_cells,1.8625758345384613,1.0849102,3;2;0;1;,-0x1,0x1,,1/6,3/4
4775,4.5510564,0.4096591,-0.24786109,3.0128486,0.7036571,1.5952626,-0.03156522,-0.3201698,4.900128,2.031234,4.3735757,0.6161149,0.8848334,CD11bhi_Monocyte_cells,1.729136437692308,0.8848334,3;2;0;1;,-0x1,0x1,,1/6,3/4
4776,4.127064,1.6023352,0.08149235,2.6406446,1.0734595,-0.13611263,0.6867795,-0.081429645,5.123778,0.67992073,4.0499125,0.73532957,0.28821337,CD11bhi_Monocyte_cells,1.6054913111538462,0.73532957,3;2;0;1;,-0x1,0x1,,1/6,3/4
4777,4.2901683,0.6248797,-0.08478399,3.1098087,2.436569,0.07961208,0.6657743,-0.09887814,4.1749544,1.6071966,4.508628,0.923483,-0.10352921,CD11bhi_Monocyte_cells,1.7026063646153848,0.923483,3;2;0;1;,-0x1,0x1,,1/6,3/4
4778,4.8363566,0.49453396,1.2643168,3.5063343,1.5185562,-0.48904365,0.071804374,0.18314655,4.408496,2.8496222,3.1209743,1.7204202,-0.85492945,CD11bhi_Monocyte_cells,1.7408144910769228,1.5185562,3;2;0;1;,-0x1,0x1,,1/6,3/4
4779,4.7988253,0.38995838,0.09286093,3.759247,2.5805874,-0.14657831,-0.3217433,0.954934,5.174181,1.7101992,3.2949336,0.6765158,-1.4923917,CD11bhi_Monocyte_cells,1.6516561000000003,0.954934,3;2;0;1;,-0x1,0x1,,1/6,3/4
4780,3.3888035,1.4320524,1.2748054,2.35543,0.95857763,0.17140518,0.52113414,-0.14477196,4.464554,-0.0650926,5.0766897,1.2889017,-0.933467,CD11bhi_Monocyte_cells,1.5222324684615385,1.2748054,3;2;0;1;,-0x1,0x1,,1/6,3/4
4781,4.7344823,0.36784393,-0.07580053,3.4619813,1.5951111,0.499856,0.806022,0.7827961,4.972591,2.168455,2.8470669,2.0405183,-2.2867553,CD11bhi_Monocyte_cells,1.6857052384615387,1.5951111,3;2;0;1;,-0x1,0x1,,1/6,3/4
4782,4.194201,-0.07017076,1.1642841,3.3336203,2.417688,-0.04332659,-0.13704135,-0.103691585,4.241425,2.3248007,3.1899724,0.6362945,0.7039246,CD11bhi_Monocyte_cells,1.6809215626923075,1.1642841,3;2;0;1;,-0x1,0x1,,1/6,3/4
4783,4.898625,0.7915603,0.93926495,4.521164,1.5051363,1.4345466,0.39358112,0.2833074,4.8686347,2.2633414,4.190339,1.3087143,-0.73453873,CD11bhi_Monocyte_cells,2.051052026153846,1.4345466,3;2;0;1;,-0x1,0x1,,1/6,3/4
4784,4.923381,0.3006942,0.22647811,4.341311,2.911238,0.67859286,0.6961104,-0.22534338,5.44731,2.0918655,4.5462785,1.3997049,-1.2495369,CD11bhi_Monocyte_cells,2.006775706923077,1.3997049,3;2;0;1;,-0x1,0x1,,1/6,3/4
4785,4.7692437,-0.03671574,-0.05452914,2.9619403,2.3693135,-0.058199026,-0.3769799,0.4299238,4.7174044,1.7162166,3.8971286,1.9920226,0.5676055,CD11bhi_Monocyte_cells,1.7611057841538458,1.7162166,3;2;0;1;,-0x1,0x1,,1/6,3/4
4786,4.7737794,2.0200107,-0.20388228,2.9980426,2.9772232,0.3874444,0.24184126,-0.081692174,5.2483664,1.8663666,4.0079107,0.23295662,0.7666975,CD11bhi_Monocyte_cells,1.941158840461538,1.8663666,3;2;0;1;,-0x1,0x1,,1/6,3/4
4787,4.0643067,1.411865,-0.040215433,3.375911,1.973202,-0.95212734,-0.016201034,-0.0912644,4.3455343,1.6512341,3.8685982,1.2421305,-2.5567706,CD11bhi_Monocyte_cells,1.4058617686923076,1.411865,3;2;0;1;,-0x1,0x1,,1/6,3/4
4788,4.1848474,0.3146971,-0.1408237,3.5582352,1.3246126,0.32005635,-0.03431619,-0.041194636,5.0068545,1.7784363,2.798339,0.20171979,0.358517,CD11bhi_Monocyte_cells,1.5099985164615382,0.358517,3;2;0;1;,-0x1,0x1,,1/6,3/4
4789,3.9827437,1.9247018,0.65828913,3.6374724,2.480135,-0.07816727,1.4998488,0.2617903,4.5248103,0.10985587,3.4358494,1.8267248,-0.46129405,CD11bhi_Monocyte_cells,1.8309815523076922,1.8267248,3;2;0;1;,-0x1,0x1,,1/6,3/4
4790,4.568438,0.16142091,0.3426457,4.0559125,0.3864201,0.07604637,-0.27704203,-0.13584909,4.667124,1.7782121,3.4415116,0.18392992,-0.6174889,CD11bhi_Monocyte_cells,1.4331754753846153,0.3426457,3;2;0;1;,-0x1,0x1,,1/6,3/4
4791,4.579467,0.64257,1.055795,2.8136806,1.015276,0.68678147,0.22851348,0.37650177,5.5019946,2.3586352,4.4835315,2.052556,-0.09026737,CD11bhi_Monocyte_cells,1.9773104038461538,1.055795,3;2;0;1;,-0x1,0x1,,1/6,3/4
4792,4.806229,0.3605143,0.27775267,3.3015652,3.1395001,-0.04852991,0.8341886,0.22767057,5.4168725,2.353123,3.9261749,0.6782284,0.4242022,CD11bhi_Monocyte_cells,1.9767301176923076,0.8341886,3;2;0;1;,-0x1,0x1,,1/6,3/4
4793,4.2972574,0.39152312,-0.17111005,2.481462,3.2269018,0.35448202,1.0860827,-0.15087572,4.390163,1.3318706,3.8920991,1.168526,0.08489025,CD11bhi_Monocyte_cells,1.7217901707692307,1.168526,3;2;0;1;,-0x1,0x1,,1/6,3/4
4794,4.471435,1.7091613,-0.36429936,3.4707654,2.161679,-0.16838045,0.92909384,0.95581466,4.81422,1.9322388,3.9246323,-0.07967426,-0.72891617,CD11bhi_Monocyte_cells,1.7713669276923072,1.7091613,3;2;0;1;,-0x1,0x1,,1/6,3/4
4795,5.2170057,0.047843214,-0.08681402,3.898304,2.92622,0.21691002,-0.045593042,0.29521254,5.4132867,2.2929835,4.0295796,0.08464696,0.9495465,CD11bhi_Monocyte_cells,1.9414716670769228,0.9495465,3;2;0;1;,-0x1,0x1,,1/6,3/4
4796,4.262814,0.51137966,-0.26522833,2.6934276,1.9532522,-0.07904407,-0.09941654,0.2743988,4.4625936,1.6845065,3.406092,0.15258937,0.24996395,CD11bhi_Monocyte_cells,1.4774868261538463,0.51137966,3;2;0;1;,-0x1,0x1,,1/6,3/4
4797,4.5836563,-0.48660535,-0.46782863,3.9669101,2.45414,0.008552844,-0.05843656,-0.11918671,4.7766533,1.872491,3.979092,0.86890465,1.2559035,CD11bhi_Monocyte_cells,1.7410958803076926,1.2559035,3;2;0;1;,-0x1,0x1,,1/6,3/4
4798,4.6974483,0.07404723,-0.11811384,3.4255319,2.100532,0.74518424,-0.03118089,-0.080694385,5.388066,2.814458,3.19216,0.3365757,-0.7435464,CD11bhi_Monocyte_cells,1.676959065769231,0.74518424,3;2;0;1;,-0x1,0x1,,1/6,3/4
4799,4.5955734,0.5355411,-0.13346018,3.6431162,2.1848109,0.18653226,2.246815,-0.09725037,4.5507736,2.2862992,4.02858,1.0032941,-0.14727347,CD11bhi_Monocyte_cells,1.9141039800000001,2.1848109,3;2;0;1;,-0x1,0x1,,1/6,3/4
4800,4.7367353,-0.09270503,-0.05148017,3.0609474,-0.85422593,0.65033454,1.3814496,0.42248482,5.1297493,1.7119226,4.5319796,-0.016607031,-0.39095524,CD11bhi_Monocyte_cells,1.5553561353076923,0.65033454,3;2;0;1;,-0x1,0x1,,1/6,3/4
4801,4.576581,0.41096044,-0.055860728,3.746079,0.81388825,0.872231,1.2799363,0.3809251,5.0146513,2.363896,4.3743844,0.94278777,0.7663506,CD11bhi_Monocyte_cells,1.9605238793846154,0.94278777,3;2;0;1;,-0x1,0x1,,1/6,3/4
4802,4.065211,0.43425465,-0.0771886,3.4833546,0.27125683,-0.09423076,-0.048597828,-0.074806094,4.7250376,1.4154451,4.2030206,0.25817245,0.032761835,CD11bhi_Monocyte_cells,1.4302839525384614,0.27125683,3;2;0;1;,-0x1,0x1,,1/6,3/4
